release_id,hospital_id,hospital_name,application_name,version,previous_version,deployment_time,deployment_status,deployment_type,engineer,latency_ms,latency_baseline_ms,latency_change_percent,error_rate_percent,error_baseline_percent,error_change,service_availability_percent,availability_change,transaction_count,baseline_transaction_count,transaction_drop_percent,customer_impact_level,affected_hospitals_count,affected_workflows_count,risk_score,risk_level,recommendation,ground_truth_decision,baseline_decision_time_min,adviser_decision_time_min,case_tag
REL-2026-0267,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v2.2.0,v2.2.0,2026-08-24T10:36:23.073723,ROLLED_BACK,BLUE_GREEN,Sarah Chen (Release Eng),921.3,627.7,46.8,9.19,0.78,8.41,98.28,-1.62,7321,9449,22.5,CRITICAL,4,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,78.0,5.8,SERIOUS_DEGRADATION
REL-2026-0268,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v2.15.3,v2.15.2,2026-07-04T08:00:17.497691,MONITORING,FULL_UPGRADE,Elena Rostova (Platform Specialist),918.3,802.3,14.5,0.6,0.5,0.1,99.82,-0.08,6220,6096,-2.0,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,27.4,2.2,NORMAL_STABLE
REL-2026-0269,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.2.8,v5.2.7,2026-06-26T14:23:57.936136,CONTINUED,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),211.5,234.3,-9.7,0.38,0.34,0.04,99.91,0.01,31748,30510,-4.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,18.7,4.4,NORMAL_STABLE
REL-2026-0270,HOSP-CGH-01,City General Hospital,Laboratory Application,v4.1.7,v4.1.6,2026-07-16T09:17:12.916655,MONITORING,FULL_UPGRADE,Marcus Brody (Clinical SRE),661.7,626.6,5.6,0.3,0.3,0.0,99.9,0.0,27944,29162,4.2,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.0,3.5,NORMAL_STABLE
REL-2026-0271,HOSP-CGH-01,City General Hospital,Laboratory Application,v3.14.5,v3.14.4,2026-06-25T17:21:55.712540,CONTINUED,FULL_UPGRADE,Sarah Chen (Release Eng),676.4,655.5,3.2,0.36,0.44,-0.08,99.99,0.09,32702,31193,-4.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.4,3.9,NORMAL_STABLE
REL-2026-0272,HOSP-MCH-04,Metro Care Hospital,Electronic Health Record Service,v4.1.4,v4.1.3,2026-06-30T10:24:13.393038,ROLLED_BACK,FULL_UPGRADE,Sarah Chen (Release Eng),314.8,308.9,1.9,0.56,0.38,0.18,99.85,-0.05,15503,14875,-4.2,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,19.6,2.4,NORMAL_STABLE
REL-2026-0273,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v2.3.8,v2.3.7,2026-07-11T01:17:41.228649,CONTINUED,FULL_UPGRADE,Marcus Brody (Clinical SRE),1158.0,480.7,140.9,11.48,0.74,10.74,95.02,-4.88,21223,33126,35.9,CRITICAL,3,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,105.1,4.7,CRITICAL_OUTAGE
REL-2026-0274,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v2.0.6,v2.0.5,2026-08-28T14:33:42.863751,MONITORING,CANARY,Dr. Alex Rivera (DevOps Lead),471.8,489.9,-3.7,0.21,0.25,-0.04,99.81,-0.09,14453,14283,-1.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,27.2,3.6,NORMAL_STABLE
REL-2026-0275,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v3.3.2,v3.3.1,2026-08-14T14:32:30.005021,PENDING_REVIEW,FULL_UPGRADE,Elena Rostova (Platform Specialist),883.2,808.5,9.2,0.71,0.55,0.16,99.95,0.05,14291,14056,-1.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,14.6,2.2,NORMAL_STABLE
REL-2026-0276,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.5.7,v4.5.6,2026-08-31T03:39:43.945633,MONITORING,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),904.7,330.4,173.8,5.13,0.37,4.76,94.87,-5.03,16491,26151,36.9,CRITICAL,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,108.6,5.8,CRITICAL_OUTAGE
REL-2026-0277,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.4.0,v5.4.0,2026-06-14T11:22:33.525271,CONTINUED,CANARY,Elena Rostova (Platform Specialist),499.0,373.2,33.7,1.19,0.59,0.6,99.52,-0.38,32142,34642,7.2,MEDIUM,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,48.1,7.0,TRANSIENT_SPIKE
REL-2026-0278,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.10.4,v4.10.3,2026-08-01T08:33:58.242384,PENDING_REVIEW,CANARY,Elena Rostova (Platform Specialist),1233.7,823.2,49.9,0.54,0.16,0.38,99.51,-0.39,21223,22518,5.8,MEDIUM,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.4,5.0,TRANSIENT_SPIKE
REL-2026-0279,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.15.1,v4.15.0,2026-06-18T18:18:58.206411,MONITORING,CANARY,Elena Rostova (Platform Specialist),349.0,323.2,8.0,0.15,0.12,0.03,99.81,-0.09,5824,5831,0.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,20.0,4.4,NORMAL_STABLE
REL-2026-0280,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v5.3.3,v5.3.2,2026-06-25T18:57:23.859162,CONTINUED,CANARY,Marcus Brody (Clinical SRE),691.0,497.9,38.8,2.83,0.57,2.26,98.96,-0.94,29462,33647,12.4,HIGH,1,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,39.2,6.5,TRANSIENT_SPIKE
REL-2026-0281,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.3.7,v4.3.6,2026-07-13T09:51:24.599402,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),434.3,241.6,79.8,8.84,0.67,8.17,98.87,-1.03,6465,8741,26.0,CRITICAL,2,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,65.2,7.3,SERIOUS_DEGRADATION
REL-2026-0282,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.2.1,v4.2.0,2026-08-12T18:09:27.971394,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),418.5,309.2,35.3,2.05,0.36,1.69,98.98,-0.92,8891,10406,14.6,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,53.4,6.8,TRANSIENT_SPIKE
REL-2026-0283,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.13.7,v4.13.6,2026-07-06T02:41:30.811733,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),591.1,615.9,-4.0,0.43,0.47,-0.04,99.92,0.02,18855,18501,-1.9,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,21.8,2.2,NORMAL_STABLE
REL-2026-0284,HOSP-CGH-01,City General Hospital,Laboratory Application,v2.3.9,v2.3.8,2026-08-04T20:08:55.002553,CONTINUED,BLUE_GREEN,Sarah Chen (Release Eng),781.7,550.8,41.9,0.71,0.25,0.46,98.99,-0.91,25882,30242,14.4,LOW,1,1,75,HIGH,ROLLBACK RECOMMENDED,HUMAN REVIEW,55.6,7.4,TRANSIENT_SPIKE
REL-2026-0285,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.6.6,v4.6.5,2026-08-14T18:45:36.957728,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),1136.1,778.6,45.9,2.39,0.42,1.97,99.53,-0.37,7320,8421,13.1,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,50.4,4.7,TRANSIENT_SPIKE
REL-2026-0286,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v3.10.3,v3.10.2,2026-06-28T07:41:09.244285,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),250.5,263.7,-5.0,0.88,0.62,0.26,99.92,0.02,32075,33504,4.3,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.2,2.4,NORMAL_STABLE
REL-2026-0287,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v4.8.3,v4.8.2,2026-08-07T04:18:14.873641,CONTINUED,BLUE_GREEN,Elena Rostova (Platform Specialist),633.9,569.6,11.3,0.34,0.3,0.04,99.87,-0.03,8355,8640,3.3,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.7,4.0,NORMAL_STABLE
REL-2026-0288,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v3.15.7,v3.15.6,2026-08-12T06:45:48.967730,PENDING_REVIEW,HOTFIX,David Kim (Clinical Systems Analyst),917.3,678.5,35.2,0.78,0.27,0.51,99.66,-0.24,14969,15724,4.8,HIGH,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,61.9,5.8,TRANSIENT_SPIKE
REL-2026-0289,HOSP-GVH-05,Green Valley Hospital,Clinical Portal,v5.15.1,v5.15.0,2026-07-27T16:40:21.412240,PENDING_REVIEW,FULL_UPGRADE,Elena Rostova (Platform Specialist),563.9,563.0,0.2,0.1,0.11,-0.01,99.85,-0.05,28568,28979,1.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,12.3,3.7,NORMAL_STABLE
REL-2026-0290,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.4.6,v5.4.5,2026-08-20T18:11:44.446714,MONITORING,HOTFIX,Dr. Alex Rivera (DevOps Lead),1268.4,607.4,108.8,3.92,0.59,3.33,98.07,-1.83,4341,5044,13.9,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,63.3,7.0,SERIOUS_DEGRADATION
REL-2026-0291,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v4.1.1,v4.1.0,2026-08-02T22:41:37.298922,CONTINUED,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),235.6,226.6,4.0,0.3,0.36,-0.06,99.84,-0.06,26788,26239,-2.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.8,2.3,NORMAL_STABLE
REL-2026-0292,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v5.8.0,v5.8.0,2026-08-31T16:40:46.087622,CONTINUED,ROLLING_BATCH,Marcus Brody (Clinical SRE),525.1,516.0,1.8,0.55,0.47,0.08,99.98,0.08,9313,9020,-3.2,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,21.9,4.0,NORMAL_STABLE
REL-2026-0293,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.9.1,v3.9.0,2026-08-27T13:22:28.793939,ROLLED_BACK,HOTFIX,Dr. Alex Rivera (DevOps Lead),621.1,653.1,-4.9,0.66,0.45,0.21,99.88,-0.02,32063,33671,4.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.6,3.1,NORMAL_STABLE
REL-2026-0294,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v4.13.9,v4.13.8,2026-08-06T13:24:16.441972,ROLLED_BACK,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),571.0,412.1,38.6,2.18,0.52,1.66,99.35,-0.55,25061,27834,10.0,MEDIUM,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,40.2,5.3,TRANSIENT_SPIKE
REL-2026-0295,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v5.5.9,v5.5.8,2026-06-15T06:17:35.940244,PENDING_REVIEW,ROLLING_BATCH,Marcus Brody (Clinical SRE),558.0,385.4,44.8,4.38,0.78,3.6,99.03,-0.87,30467,32503,6.3,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,36.2,5.4,TRANSIENT_SPIKE
REL-2026-0296,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v2.10.5,v2.10.4,2026-08-24T02:04:55.088271,PENDING_REVIEW,BLUE_GREEN,Sarah Chen (Release Eng),942.6,834.1,13.0,0.51,0.47,0.04,99.83,-0.07,8979,8980,0.0,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,26.8,2.4,NORMAL_STABLE
REL-2026-0297,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v5.10.1,v5.10.0,2026-07-02T13:52:53.915350,MONITORING,FULL_UPGRADE,Sarah Chen (Release Eng),412.6,290.6,42.0,5.66,0.49,5.17,98.11,-1.79,11165,15095,26.0,CRITICAL,2,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,52.5,6.6,SERIOUS_DEGRADATION
REL-2026-0298,HOSP-CGH-01,City General Hospital,Laboratory Application,v5.6.7,v5.6.6,2026-08-08T19:27:15.883717,MONITORING,CANARY,Elena Rostova (Platform Specialist),1089.0,813.2,33.9,3.6,0.74,2.86,99.21,-0.69,15098,16831,10.3,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,43.5,5.6,TRANSIENT_SPIKE
REL-2026-0299,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v4.5.6,v4.5.5,2026-07-02T20:26:03.194487,MONITORING,HOTFIX,Elena Rostova (Platform Specialist),707.4,743.1,-4.8,0.59,0.52,0.07,100.0,0.1,10062,9706,-3.7,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.9,3.5,NORMAL_STABLE
REL-2026-0300,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v5.4.3,v5.4.2,2026-08-20T15:54:20.418933,PENDING_REVIEW,BLUE_GREEN,Elena Rostova (Platform Specialist),546.3,560.0,-2.4,0.16,0.13,0.03,99.95,0.05,32055,32074,0.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,12.4,2.0,NORMAL_STABLE
REL-2026-0301,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.7.0,v5.7.0,2026-08-26T15:48:24.516333,MONITORING,BLUE_GREEN,Elena Rostova (Platform Specialist),838.2,846.3,-1.0,0.17,0.15,0.02,99.85,-0.05,29241,29430,0.6,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,27.6,4.0,NORMAL_STABLE
REL-2026-0302,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v3.10.7,v3.10.6,2026-06-19T09:12:23.597206,MONITORING,CANARY,David Kim (Clinical Systems Analyst),324.3,306.2,5.9,0.43,0.29,0.14,99.86,-0.04,17900,18746,4.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,20.2,3.9,NORMAL_STABLE
REL-2026-0303,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v4.9.4,v4.9.3,2026-07-06T17:37:13.938050,CONTINUED,ROLLING_BATCH,David Kim (Clinical Systems Analyst),328.0,262.3,25.0,1.3,0.51,0.79,99.52,-0.38,28171,31978,11.9,MEDIUM,1,0,25,LOW,CONTINUE,HUMAN REVIEW,45.2,7.2,TRANSIENT_SPIKE
REL-2026-0304,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v2.13.7,v2.13.6,2026-06-15T23:46:56.115014,CONTINUED,BLUE_GREEN,Sarah Chen (Release Eng),279.0,285.3,-2.2,0.12,0.11,0.01,99.98,0.08,16930,16410,-3.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,14.8,2.8,NORMAL_STABLE
REL-2026-0305,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v3.6.2,v3.6.1,2026-06-10T03:16:40.700313,MONITORING,ROLLING_BATCH,Sarah Chen (Release Eng),761.2,696.0,9.4,0.24,0.18,0.06,99.82,-0.08,5359,5616,4.6,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.5,4.3,NORMAL_STABLE
REL-2026-0306,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v3.6.2,v3.6.1,2026-07-08T01:40:00.227893,CONTINUED,CANARY,Dr. Alex Rivera (DevOps Lead),335.0,294.6,13.7,0.65,0.62,0.03,99.9,0.0,13610,14089,3.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,20.1,2.2,NORMAL_STABLE
REL-2026-0307,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v2.3.3,v2.3.2,2026-06-15T14:10:59.885249,PENDING_REVIEW,FULL_UPGRADE,Sarah Chen (Release Eng),890.9,508.6,75.2,8.63,0.59,8.04,98.1,-1.8,8106,11066,26.7,CRITICAL,1,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,69.1,6.1,SERIOUS_DEGRADATION
REL-2026-0308,HOSP-CGH-01,City General Hospital,Laboratory Application,v4.9.8,v4.9.7,2026-07-03T10:24:02.408841,MONITORING,HOTFIX,Sarah Chen (Release Eng),547.0,520.9,5.0,0.38,0.37,0.01,99.89,-0.01,20924,19973,-4.8,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,16.6,4.1,NORMAL_STABLE
REL-2026-0309,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v5.3.6,v5.3.5,2026-07-28T23:43:31.980786,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),368.5,255.3,44.3,1.18,0.2,0.98,99.61,-0.29,16886,18127,6.8,LOW,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,36.9,7.4,TRANSIENT_SPIKE
REL-2026-0310,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v4.8.6,v4.8.5,2026-08-05T08:40:45.995549,MONITORING,HOTFIX,Elena Rostova (Platform Specialist),1060.9,817.6,29.8,4.01,0.79,3.22,99.1,-0.8,18752,21758,13.8,MEDIUM,1,0,25,LOW,CONTINUE,HUMAN REVIEW,41.9,7.3,TRANSIENT_SPIKE
REL-2026-0311,HOSP-CGH-01,City General Hospital,Clinical Portal,v3.12.9,v3.12.8,2026-07-07T07:05:28.719668,ROLLED_BACK,CANARY,Elena Rostova (Platform Specialist),643.7,604.3,6.5,0.2,0.17,0.03,99.89,-0.01,7501,7507,0.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,22.6,3.2,NORMAL_STABLE
REL-2026-0312,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.3.6,v5.3.5,2026-07-27T21:41:38.842730,PENDING_REVIEW,CANARY,Dr. Alex Rivera (DevOps Lead),900.0,487.7,84.5,1.79,0.13,1.66,98.7,-1.2,8145,10795,24.5,CRITICAL,4,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,69.4,5.2,SERIOUS_DEGRADATION
REL-2026-0313,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v2.12.4,v2.12.3,2026-07-23T21:27:19.361302,MONITORING,FULL_UPGRADE,Sarah Chen (Release Eng),1490.9,601.0,148.1,4.33,0.35,3.98,97.35,-2.55,5921,14320,58.7,CRITICAL,4,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,90.9,5.4,CRITICAL_OUTAGE
REL-2026-0314,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.1.3,v4.1.2,2026-08-15T02:53:42.186689,MONITORING,HOTFIX,Marcus Brody (Clinical SRE),880.1,585.1,50.4,1.82,0.74,1.08,99.33,-0.57,6207,7146,13.1,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,48.8,7.1,TRANSIENT_SPIKE
REL-2026-0315,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v5.12.5,v5.12.4,2026-07-16T21:22:57.340875,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),364.1,265.0,37.4,2.99,0.57,2.42,99.03,-0.87,14781,16008,7.7,MEDIUM,1,1,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,45.9,5.8,TRANSIENT_SPIKE
REL-2026-0316,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v5.7.9,v5.7.8,2026-07-01T13:35:53.813408,ROLLED_BACK,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),725.0,748.7,-3.2,0.2,0.17,0.03,99.89,-0.01,16086,16037,-0.3,LOW,1,1,0,LOW,CONTINUE,CONTINUE,24.7,3.6,NORMAL_STABLE
REL-2026-0317,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v5.12.4,v5.12.3,2026-07-12T04:11:47.474190,MONITORING,BLUE_GREEN,Marcus Brody (Clinical SRE),735.9,696.2,5.7,0.27,0.23,0.04,99.9,0.0,5433,5609,3.1,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,16.3,3.6,NORMAL_STABLE
REL-2026-0318,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v3.7.2,v3.7.1,2026-07-01T05:56:36.840337,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),1116.0,748.7,49.1,0.88,0.39,0.49,99.23,-0.67,28951,33186,12.8,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.4,5.3,TRANSIENT_SPIKE
REL-2026-0319,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v2.7.4,v2.7.3,2026-07-26T15:22:21.844529,PENDING_REVIEW,BLUE_GREEN,Sarah Chen (Release Eng),459.6,483.5,-4.9,0.54,0.55,-0.01,99.96,0.06,5919,6212,4.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.5,2.4,NORMAL_STABLE
REL-2026-0320,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.2.6,v4.2.5,2026-06-17T17:21:36.340948,MONITORING,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),1127.5,775.7,45.4,0.97,0.38,0.59,99.49,-0.41,28040,32518,13.8,LOW,1,1,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,50.7,7.0,TRANSIENT_SPIKE
REL-2026-0321,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v4.12.3,v4.12.2,2026-06-14T05:44:55.758163,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),272.1,269.4,1.0,0.24,0.25,-0.01,99.9,0.0,14121,13996,-0.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,23.2,2.3,NORMAL_STABLE
REL-2026-0322,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v4.9.0,v4.9.0,2026-07-10T08:04:48.488223,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),479.2,222.6,115.3,7.57,0.62,6.95,97.91,-1.99,26252,31179,15.8,CRITICAL,4,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,63.9,7.8,SERIOUS_DEGRADATION
REL-2026-0323,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.7.4,v2.7.3,2026-08-18T11:16:08.739356,PENDING_REVIEW,ROLLING_BATCH,Marcus Brody (Clinical SRE),1630.2,795.3,105.0,6.37,0.54,5.83,97.97,-1.93,28477,33818,15.8,HIGH,1,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,87.0,7.8,SERIOUS_DEGRADATION
REL-2026-0324,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v2.11.6,v2.11.5,2026-07-14T05:31:30.756441,MONITORING,FULL_UPGRADE,Marcus Brody (Clinical SRE),996.8,679.6,46.7,1.92,0.42,1.5,99.25,-0.65,5130,5896,13.0,HIGH,1,3,80,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,39.1,5.7,TRANSIENT_SPIKE
REL-2026-0325,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v3.13.5,v3.13.4,2026-07-27T18:43:36.612040,CONTINUED,FULL_UPGRADE,Sarah Chen (Release Eng),591.2,286.8,106.1,2.9,0.22,2.68,98.2,-1.7,17976,24432,26.4,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,67.7,5.5,SERIOUS_DEGRADATION
REL-2026-0326,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v3.1.6,v3.1.5,2026-07-12T19:13:22.029289,CONTINUED,ROLLING_BATCH,Sarah Chen (Release Eng),454.9,297.0,53.2,1.9,0.77,1.13,99.25,-0.65,9823,10574,7.1,MEDIUM,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,59.8,6.0,TRANSIENT_SPIKE
REL-2026-0327,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v5.4.6,v5.4.5,2026-06-21T08:39:37.349830,ROLLED_BACK,HOTFIX,Marcus Brody (Clinical SRE),1072.4,846.9,26.6,0.82,0.3,0.52,98.92,-0.98,25481,27190,6.3,MEDIUM,1,0,20,LOW,CONTINUE,HUMAN REVIEW,42.1,5.9,TRANSIENT_SPIKE
REL-2026-0328,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v5.4.5,v5.4.4,2026-06-10T17:45:56.541503,MONITORING,CANARY,Dr. Alex Rivera (DevOps Lead),366.3,337.9,8.4,0.36,0.37,-0.01,99.81,-0.09,18106,18870,4.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.9,3.2,NORMAL_STABLE
REL-2026-0329,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.9.6,v5.9.5,2026-07-08T00:14:19.771192,ROLLED_BACK,FULL_UPGRADE,David Kim (Clinical Systems Analyst),752.7,779.9,-3.5,0.15,0.13,0.02,99.98,0.08,11345,10877,-4.3,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.4,3.8,NORMAL_STABLE
REL-2026-0330,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.8.5,v5.8.4,2026-06-15T01:44:51.915483,CONTINUED,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),871.4,770.0,13.2,0.62,0.53,0.09,99.83,-0.07,29761,29954,0.6,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,24.2,2.4,NORMAL_STABLE
REL-2026-0331,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v2.15.4,v2.15.3,2026-08-22T16:22:42.158150,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),250.7,275.4,-9.0,0.77,0.73,0.04,99.9,0.0,21660,21217,-2.1,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,13.8,3.8,NORMAL_STABLE
REL-2026-0332,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v3.5.8,v3.5.7,2026-06-24T09:33:39.984351,ROLLED_BACK,ROLLING_BATCH,Sarah Chen (Release Eng),650.9,631.0,3.2,0.3,0.25,0.05,99.82,-0.08,5092,5135,0.8,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,22.8,4.2,NORMAL_STABLE
